,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins,ml_odds,rl_odds,ml_win,rl_win
1364,0,163,152,83,77,8,9,125,-170,0,0
1365,1,287,222,175,117,14,17,-200,101,1,1
1366,0,142,182,60,124,21,3,175,-132,0,0
1367,0,203,180,107,91,13,13,105,-210,1,1
1368,0,228,210,115,98,11,13,170,-121,0,0
1369,0,231,150,143,64,10,16,-185,-115,1,0
1370,1,178,187,84,82,9,13,-115,180,0,0
1371,1,198,202,108,106,11,12,-114,173,0,0
1372,1,184,221,97,90,12,11,-140,150,1,0
1373,0,236,192,92,102,11,11,119,-180,0,0
1374,0,211,195,94,90,10,12,-102,-205,0,0
1375,1,172,161,83,73,8,12,-195,112,1,1
1376,0,217,182,90,86,17,13,205,-101,1,1
1377,0,148,190,79,108,17,7,-122,130,1,0
1378,1,174,228,75,112,17,7,-134,160,1,1
1379,0,206,211,102,81,9,13,-105,160,1,1
1380,1,187,205,105,99,9,13,101,-170,0,0
1381,0,223,221,106,136,17,12,165,-120,0,0
1382,0,191,190,86,99,13,12,104,-203,1,1
1383,1,221,183,109,89,18,13,-118,180,1,0
1384,0,174,166,90,81,18,9,114,-200,0,0
1385,1,148,172,73,82,11,9,-185,101,1,1
1386,1,229,248,111,106,10,15,-124,170,1,0
1387,1,235,228,129,120,17,13,165,-105,0,0
1388,1,142,148,70,77,9,10,-235,-119,0,0
1389,1,202,226,116,111,12,15,-108,175,1,1
1390,0,195,181,97,81,12,13,-111,150,1,1
1391,1,165,161,77,75,9,13,-105,-180,0,0
1392,0,233,217,110,98,20,14,165,-140,0,0
1393,1,167,193,61,107,20,2,-134,155,0,0
1394,0,174,160,86,81,12,9,109,-205,0,0
1395,1,300,232,185,120,14,18,-158,125,0,0
1396,0,238,223,118,108,11,13,143,-145,1,1
1397,1,192,232,101,93,13,12,-119,175,1,1
1398,0,230,191,94,89,17,14,113,-205,1,1
1399,0,159,199,82,110,17,8,119,-175,1,1
1400,1,193,216,109,107,10,13,111,-150,0,0
1401,1,232,192,114,93,18,14,-185,120,1,1
1402,0,189,161,121,88,24,11,133,-165,0,0
1403,1,151,161,73,81,11,10,-123,175,0,0
1404,0,206,187,105,85,12,14,-121,130,1,1
1405,1,171,166,77,77,11,13,-148,145,1,0
1406,1,221,238,109,137,10,7,-180,105,0,0
1407,1,175,203,63,113,20,2,106,-160,1,1
1408,0,179,166,88,85,13,9,110,-200,1,1
1409,0,189,136,89,76,8,11,133,-160,0,0
1410,0,146,185,61,127,21,3,117,-180,0,0
1411,1,178,171,103,86,10,11,-120,170,0,0
1412,1,186,205,99,127,9,8,-140,140,1,1
1413,1,158,134,104,65,15,14,-290,-138,1,1
1414,0,216,186,109,85,12,14,135,-165,0,0
1415,0,215,206,98,102,12,11,-130,125,1,1
1416,0,172,216,88,127,12,7,-111,145,0,0
1417,1,163,176,77,71,9,13,-150,145,1,1
1418,1,181,203,89,109,16,9,101,-165,1,1
1419,0,220,182,120,108,16,12,100,-226,0,0
1420,0,245,198,103,90,17,15,-116,140,0,0
1421,1,204,226,107,116,13,12,-132,160,1,1
1422,0,182,221,85,131,12,4,200,-110,1,1
1423,1,144,166,76,68,9,13,-110,187,1,0
1424,0,164,168,69,88,16,9,-129,140,1,1
1425,1,166,209,77,95,19,8,115,-145,0,0
1426,0,203,199,94,104,14,13,250,119,0,0
1427,0,215,209,112,113,11,12,115,-175,1,1
1428,0,183,176,93,85,19,9,160,-125,1,1
1429,1,165,182,86,85,11,10,-230,-110,0,0
1430,0,186,179,96,88,10,14,125,-160,0,0
1431,0,195,168,122,90,24,11,149,-150,1,1
1432,1,158,176,74,90,12,10,119,-160,0,0
1433,1,220,240,131,120,12,16,-130,155,0,0
1434,1,172,205,89,109,15,9,-148,140,1,1
1435,1,178,172,79,78,12,14,-164,130,0,0
1436,1,227,256,112,147,10,7,-200,103,1,0
1437,1,189,211,67,115,20,3,111,-160,1,1
1438,0,192,176,94,89,13,10,140,-155,0,0
1439,0,196,147,94,83,8,11,125,-170,0,0
1440,0,152,199,66,136,21,3,134,-160,1,1
1441,1,188,184,107,92,10,11,-155,135,1,1
1442,1,197,212,104,129,11,9,166,100,0,0
1443,1,168,144,110,67,17,15,-270,-126,1,1
1444,0,224,199,114,92,12,14,-102,-215,0,0
1445,0,226,211,102,103,12,12,109,-200,0,0
1446,0,180,225,90,134,12,7,-126,130,1,1
1447,1,176,184,84,76,9,14,-108,185,1,0
1448,1,190,211,96,111,16,10,116,-150,0,0
1449,0,228,191,125,114,16,12,125,-200,1,1
1450,0,253,212,105,94,17,15,-121,140,0,0
1451,1,218,232,116,121,14,13,-149,140,0,0
1452,0,192,226,92,133,12,5,141,-140,1,1
1453,1,153,174,82,73,10,14,-140,170,0,0
1454,0,168,172,73,89,16,10,-105,-230,0,0
1455,1,171,220,78,99,19,8,-119,170,1,1
1456,0,213,209,96,110,15,13,230,106,0,0
1457,0,229,219,121,114,11,13,125,-170,0,0
1458,0,201,182,103,88,20,10,170,-123,0,0
1459,1,170,192,88,92,11,10,-156,120,0,0
1460,0,193,190,98,93,10,14,-186,-120,1,1
1461,0,199,176,128,92,26,12,-105,155,1,1
1462,1,162,180,75,94,14,10,-105,190,1,1
1463,1,230,254,132,129,13,16,-140,150,1,1
1464,1,183,212,96,114,16,10,-140,150,1,0
1465,1,186,176,81,84,12,14,-105,-175,0,0
1466,1,237,266,120,154,11,8,-106,185,1,1
1467,1,195,218,74,117,21,4,-129,165,0,0
1468,0,202,189,98,100,17,10,-142,115,1,1
1469,0,211,160,103,93,11,11,-140,110,1,1
1470,0,163,206,73,142,22,4,126,-165,0,0
1471,1,201,194,118,96,10,12,127,-135,0,0
1472,1,206,228,109,139,12,9,147,-115,0,0
1473,1,176,149,114,68,17,16,-205,-110,1,1
1474,0,235,211,121,100,12,14,-150,110,0,0
1475,0,232,228,105,115,12,12,134,-150,0,0
1476,0,189,228,94,136,12,8,116,-180,1,1
1477,1,188,195,92,83,11,15,135,-130,1,1
1478,1,193,220,98,115,16,10,-131,160,0,0
1479,0,242,194,134,115,16,13,-260,-135,1,1
1480,0,260,218,107,101,19,15,119,-185,1,1
1481,1,225,243,122,128,14,13,-141,145,1,0
1482,0,203,240,98,138,13,6,175,-120,1,1
1483,1,156,188,83,82,10,14,220,115,0,0
1484,0,180,185,78,98,16,10,-111,150,1,0
1485,1,188,226,90,102,20,9,-149,130,1,1
1486,0,218,217,97,114,15,13,175,-110,0,0
1487,0,236,228,123,119,11,13,-140,115,0,0
1488,0,211,192,110,96,21,10,-104,-215,0,0
1489,1,184,203,93,98,11,10,-195,100,0,0
1490,0,209,199,108,98,11,15,-162,-105,1,1
1491,0,211,183,137,96,26,13,200,-110,0,0
1492,1,175,192,84,99,14,11,101,-170,0,0
1493,1,239,261,137,131,15,17,125,-135,1,1
1494,1,196,227,106,123,18,11,125,-130,0,0
1495,1,193,188,85,93,12,14,-230,-110,1,1
1496,1,246,271,126,157,11,9,135,-125,0,0
1497,1,198,228,77,124,22,4,140,-130,1,1
1498,1,215,211,110,93,10,17,100,-165,0,0
1499,0,220,170,108,96,11,12,-110,145,1,1
1500,0,172,214,77,147,22,4,125,-160,1,1
1501,1,209,202,122,102,10,12,-164,120,0,0
1502,1,214,245,112,147,14,9,-140,140,0,0
1503,1,186,155,121,70,17,17,-128,165,1,1
1504,0,244,222,125,105,12,14,-117,145,0,0
1505,0,237,237,107,119,13,12,-108,150,0,0
1506,0,203,240,102,142,14,9,-150,105,1,1
1507,1,199,204,97,87,11,16,-120,175,1,1
1508,1,205,234,104,123,17,10,-102,-170,1,1
1509,0,251,199,138,117,16,14,118,-185,0,0
1510,1,203,197,88,103,12,10,140,-125,0,0
1511,1,233,252,127,132,14,14,126,-135,0,0
1512,0,210,247,103,142,13,7,118,-185,0,0
1513,1,161,197,85,86,12,14,107,-165,1,1
1514,0,181,191,80,99,17,11,130,-165,0,0
1515,1,197,231,94,104,20,10,-128,165,1,0
1516,1,159,175,61,82,14,13,140,-125,0,0
1517,0,244,235,125,125,12,13,-155,105,1,1
1518,0,216,201,113,102,21,10,196,-110,0,0
1519,1,191,210,97,103,11,10,-226,-110,1,1
1520,0,226,207,116,101,12,16,-155,110,0,0
1521,0,220,195,139,106,26,13,-141,115,1,1
1522,0,203,191,114,94,14,11,110,-205,0,0
1523,0,192,174,87,83,9,11,149,-140,1,1
1524,1,206,236,109,128,18,11,-145,145,1,1
1525,0,213,187,122,71,7,15,-155,105,1,0
1526,1,251,284,129,165,13,9,127,-130,0,0
1527,1,204,234,82,127,24,5,117,-150,0,0
1528,1,219,222,112,100,10,17,-119,165,0,0
1529,0,231,174,115,98,11,13,109,-185,1,1
1530,0,189,225,88,155,22,5,200,100,0,0
1531,1,220,213,124,111,14,12,-205,100,0,0
1532,1,225,262,120,158,14,9,-230,-120,1,1
1533,1,194,156,123,70,17,18,-215,-109,0,0
1534,0,246,229,125,106,12,14,159,-135,1,1
1535,0,241,243,108,124,14,12,-105,-205,0,0
1536,0,216,245,110,145,14,10,-142,110,1,1
1537,1,209,209,103,89,12,17,115,-145,1,1
1538,1,211,238,109,124,17,11,-105,175,1,1
1539,0,252,207,138,119,17,14,185,-111,1,1
1540,1,206,211,88,113,12,10,-122,170,1,1
1541,1,238,264,127,138,15,14,131,-125,0,0
1542,0,218,254,105,145,13,7,-108,145,0,0
1543,1,168,199,86,86,12,15,-179,115,0,0
1544,0,186,199,82,103,17,11,153,-135,0,0
1545,1,204,239,97,106,20,11,-102,-165,1,1
1546,1,165,180,64,86,14,13,-110,185,0,0
1547,0,258,238,135,125,12,14,112,-200,0,0
1548,0,225,211,116,111,22,10,175,-125,0,0
1549,1,201,219,106,106,13,11,-195,105,1,1
1550,0,232,213,119,106,13,16,-127,130,1,1
1551,0,232,200,145,106,28,14,-146,105,1,1
1552,0,208,201,116,100,17,11,-125,125,0,0
1553,0,203,185,96,85,9,12,175,-120,1,1
1554,1,214,241,113,130,18,12,-173,115,1,1
1555,0,218,193,126,74,7,16,100,-215,1,1
1556,0,246,229,113,106,21,14,171,-118,0,0
1557,1,205,239,82,131,24,5,119,-142,1,1
1558,1,226,232,114,106,11,17,-110,175,1,1
1559,0,241,181,121,100,11,14,100,-205,0,0
1560,0,196,244,92,172,22,5,170,101,1,1
1561,1,228,224,127,118,14,12,103,-165,1,1
1562,1,244,269,137,162,15,10,-200,-121,0,0
1563,1,195,164,123,75,19,18,-208,-115,1,0
1564,0,254,237,131,110,14,15,150,-145,1,1
1565,0,249,260,117,135,14,12,105,-205,1,1
1566,1,198,237,105,95,14,13,-201,-102,1,0
1567,1,227,222,113,94,12,18,-119,170,1,1
1568,1,228,246,120,133,17,12,-115,175,0,0
1569,0,260,208,143,119,17,15,178,-105,0,0
1570,1,216,216,91,114,12,11,-113,175,1,0
1571,1,245,278,130,148,15,14,155,-110,1,1
1572,0,230,266,109,152,14,7,150,-140,0,0
1573,1,176,207,90,92,15,15,-170,125,0,0
1574,0,192,206,83,107,17,11,-109,150,0,0
1575,1,216,251,104,110,20,12,-170,120,1,1
1576,1,169,188,65,91,15,13,205,120,0,0
1577,0,263,248,136,128,12,14,103,-205,0,0
1578,1,175,233,74,121,16,10,114,-145,1,1
1579,0,235,172,134,81,15,18,-124,126,0,0
1580,0,237,214,123,106,13,17,-134,122,0,0
1581,0,246,207,155,109,28,15,-175,-110,0,0
1582,0,221,219,121,110,17,11,109,-200,0,0
1583,0,214,193,103,88,9,13,-113,145,0,0
1584,1,221,247,117,131,18,13,-101,-170,1,1
1585,0,226,197,131,75,7,17,-235,-140,1,1
1586,0,254,238,117,111,22,14,130,-185,1,1
1587,1,212,247,87,135,25,6,215,136,0,0
1588,1,240,247,127,115,12,18,115,-155,1,1
1589,0,256,195,130,113,12,14,-125,135,0,0
1590,0,206,251,99,174,23,6,145,-135,1,1
1591,1,238,232,132,122,14,13,-200,102,1,0
1592,1,251,279,139,169,17,10,-160,115,0,0
1593,1,198,168,125,76,19,19,-175,115,1,1
1594,1,207,214,113,114,14,12,110,-150,0,0
1595,1,207,245,110,99,14,14,-145,165,0,0
1596,0,247,204,97,109,13,11,170,-122,0,0
1597,0,264,211,144,121,17,15,155,-135,0,0
1598,1,223,220,94,116,12,12,114,-145,1,1
1599,0,169,207,88,112,17,9,-110,150,1,1
1600,1,186,239,82,117,17,8,101,-160,1,1
1601,0,199,218,83,114,19,11,-120,130,1,0
1602,1,175,200,67,98,16,13,100,-170,0,0
1603,0,267,255,138,131,13,14,-124,125,0,0
1604,1,194,247,88,127,17,11,114,-155,0,0
1605,0,249,191,140,95,17,18,-124,135,1,1
1606,0,245,221,127,111,13,17,-255,-156,1,1
1607,0,230,230,124,116,18,11,-111,140,0,0
1608,0,261,243,120,111,23,15,220,107,0,0
1609,0,188,207,79,106,13,10,173,-133,0,0
1610,1,251,259,139,122,13,19,-132,160,1,0
1611,1,306,244,187,128,15,18,-172,110,0,0
1612,1,198,248,118,148,19,12,140,-115,1,1
1613,1,249,244,137,126,15,14,-176,115,1,1
1614,0,250,229,126,110,11,14,134,-165,0,0
1615,1,208,171,132,78,19,20,-260,-127,1,1
1616,0,261,244,133,111,14,16,137,-155,0,0
1617,1,218,222,117,119,14,12,-152,135,1,1
1618,1,212,252,110,102,14,14,-142,150,1,1
1619,0,259,215,101,114,16,11,156,-135,0,0
1620,0,225,213,103,105,12,12,141,-155,1,1
1621,1,175,165,86,74,8,13,-193,112,1,1
1622,1,230,224,98,119,12,13,153,-120,0,0
1623,0,181,212,92,113,18,10,116,-200,0,0
1624,1,201,248,88,121,18,9,106,-155,0,0
1625,0,211,217,104,81,9,14,-173,100,1,1
1626,0,207,229,88,118,20,12,117,-180,0,0
1627,0,233,238,109,149,17,12,127,-170,0,0
1628,1,180,212,68,102,16,13,-126,170,1,1
1629,1,244,205,122,96,19,15,-156,135,0,0
1630,1,214,263,101,143,18,11,-149,145,1,1
1631,0,265,211,156,108,18,19,132,-145,0,0
1632,0,253,225,133,111,14,18,-113,155,1,1
1633,1,248,238,137,129,18,13,103,-175,0,0
1634,0,239,245,128,122,18,11,-116,135,1,1
1635,1,246,269,143,133,16,18,-147,125,1,1
1636,0,212,191,108,86,12,15,152,-130,1,1
1637,0,238,203,138,77,7,18,-155,-105,0,0
1638,0,267,250,120,117,25,15,255,132,0,0
1639,0,195,212,81,110,13,10,397,155,0,0
1640,1,262,269,145,127,14,20,-140,150,0,0
1641,1,311,251,189,133,16,18,-142,140,1,1
1642,1,210,255,125,150,19,13,172,106,1,1
1643,1,257,247,143,127,15,15,-117,171,1,1
1644,0,252,233,126,114,13,14,-119,132,0,0
1645,1,215,177,138,78,19,21,-305,-152,1,1
1646,0,268,258,136,121,14,16,-134,115,0,0
1647,1,232,229,127,122,14,13,119,-135,1,1
1648,1,228,261,122,104,14,15,-176,115,1,0
1649,0,262,223,102,120,17,11,107,-200,0,0
1650,0,240,221,112,107,12,13,-108,150,0,0
1651,1,180,172,90,76,8,14,-497,-175,1,1
1652,1,237,234,100,125,12,13,101,-170,0,0
1653,0,186,219,95,119,18,10,-120,140,1,1
1654,1,209,255,90,125,19,9,-105,-170,0,0
1655,0,221,224,110,83,10,15,-111,150,1,1
1656,0,217,240,93,124,20,12,125,-170,1,1
1657,0,242,254,111,161,17,12,156,-135,0,0
1658,1,187,217,74,105,17,14,110,-160,0,0
1659,1,252,220,124,105,20,15,-102,-170,1,1
1660,1,218,265,105,143,19,12,109,-152,1,1
1661,0,274,224,159,115,18,19,-117,150,0,0
1662,0,261,230,138,112,15,19,-116,140,0,0
1663,1,253,246,138,134,18,13,106,-160,1,1
1664,0,246,253,132,124,18,12,-105,150,1,1
1665,1,259,278,150,136,16,19,107,-170,1,1
1666,0,219,196,113,88,12,16,127,-160,0,0
1667,0,245,215,140,84,7,18,-202,-126,0,0
1668,0,271,257,123,122,26,15,270,126,1,1
1669,0,200,218,81,114,13,10,215,-101,0,0
1670,1,270,285,151,135,14,20,-134,150,1,1
1671,1,322,255,195,137,16,19,-115,170,0,0
1672,1,217,258,131,153,19,14,170,114,0,0
1673,1,269,254,150,128,15,16,-200,105,1,1
1674,0,261,245,129,118,13,14,-148,100,1,1
1675,1,222,181,143,81,19,22,-320,-146,0,0
1676,0,277,269,140,128,15,16,117,-185,0,0
1677,1,243,238,134,126,14,14,-127,165,1,1
1678,1,238,273,128,109,14,16,-172,120,1,1
1679,0,269,235,103,127,17,11,170,-125,0,0
1680,0,251,231,119,115,13,13,135,-170,1,1
1681,1,186,177,94,76,9,15,-255,-119,1,1
1682,1,246,249,104,131,12,13,-170,125,1,0
1683,0,196,226,101,122,20,11,147,-145,0,0
1684,1,220,266,94,132,19,9,109,-155,0,0
1685,0,236,233,116,87,11,16,150,-145,0,0
1686,0,233,248,101,130,20,13,119,-170,0,0
1687,0,254,264,116,167,17,12,152,-140,0,0
1688,1,194,227,77,111,17,14,-162,125,1,1
1689,1,262,231,132,112,21,16,-150,150,0,0
1690,1,230,274,109,146,20,13,133,-120,0,0
1691,0,285,238,163,125,18,19,-122,135,0,0
1692,0,267,242,142,119,15,19,140,-155,0,0
1693,1,265,252,145,138,19,14,-155,135,1,1
1694,0,257,264,139,128,20,13,-119,135,1,1
1695,1,273,289,160,140,16,20,112,-155,1,1
1696,0,223,207,117,94,12,16,105,-200,1,1
1697,0,248,222,143,90,9,18,-200,-134,1,0
1698,1,260,296,134,173,13,9,-126,170,0,0
1699,0,212,232,87,126,14,10,117,-185,0,0
1700,1,276,295,154,136,15,21,-113,170,1,1
1701,0,211,189,111,94,16,14,115,-170,1,1
1702,0,271,251,139,121,13,15,119,-185,1,1
1703,0,241,163,152,72,11,17,-275,-170,1,1
1704,1,255,243,139,128,14,15,-134,150,1,1
1705,0,228,254,118,150,15,11,-134,115,0,0
1706,0,272,244,103,134,17,11,103,-200,0,0
1707,0,260,240,124,119,13,14,141,-145,0,0
1708,1,200,189,106,82,9,16,-129,165,0,0
1709,1,197,222,110,110,11,13,-156,125,1,1
1710,1,207,238,85,112,17,15,235,150,0,0
1711,1,236,284,112,156,22,13,-132,165,1,1
1712,1,215,226,122,110,13,12,-130,150,0,0
1713,0,267,273,146,133,21,14,116,-200,1,1
1714,1,278,292,163,142,17,21,119,-135,1,1
1715,0,227,213,122,98,12,17,119,-170,0,0
1716,1,267,306,138,179,13,9,-185,-101,1,1
1717,0,221,243,89,133,15,10,130,-165,0,0
1718,1,283,300,158,137,16,22,-145,140,1,1
1719,0,268,206,137,125,12,14,-128,130,1,1
1720,1,229,272,140,163,21,14,141,-119,1,1
1721,0,216,194,114,95,16,15,110,-185,0,0
1722,0,280,252,145,122,13,16,176,-120,0,0
1723,0,254,172,158,76,11,18,-210,-125,0,0
1724,1,187,195,87,86,9,13,134,-120,0,0
1725,1,270,246,150,128,14,16,133,-125,1,1
1726,0,237,266,123,156,16,11,-110,140,0,0
1727,0,277,251,104,138,18,11,130,-160,0,0
1728,0,266,249,126,124,13,14,136,-150,0,0
1729,1,201,198,107,88,9,16,-196,100,1,0
1730,0,270,221,114,104,20,16,-112,145,0,0
1731,1,251,282,133,149,15,15,-141,150,1,0
1732,1,229,276,99,139,20,9,102,-165,1,1
1733,0,240,238,116,88,11,16,125,-200,0,0
1734,0,244,248,117,91,12,16,-134,125,0,0
1735,1,206,228,115,112,11,14,-151,132,1,1
1736,0,262,273,118,172,20,12,126,-170,0,0
1737,1,216,251,89,118,17,15,180,105,1,1
1738,1,271,240,136,117,21,16,-140,170,1,1
1739,1,281,244,139,118,21,17,119,-145,1,1
1740,1,247,293,119,158,22,14,-145,145,1,0
1741,1,220,231,123,113,15,12,-120,165,1,1
1742,1,239,257,115,109,10,16,118,-150,0,0
1743,0,250,213,156,112,28,15,-156,-101,0,0
1744,0,277,280,152,137,21,15,165,-119,0,0
1745,1,290,301,169,147,20,22,100,-160,1,1
1746,0,230,228,122,109,13,17,-148,105,0,0
1747,0,262,234,153,99,10,19,-149,100,1,1
1748,1,275,309,143,179,13,10,-116,175,0,0
1749,0,228,252,92,137,15,10,141,-175,1,1
1750,1,294,310,167,138,17,23,-148,135,1,1
1751,0,277,213,142,128,12,15,-127,145,0,0
1752,1,241,282,147,169,25,15,171,115,0,0
1753,0,222,205,115,102,16,15,-102,150,0,0
1754,0,289,257,148,126,13,16,160,-140,1,1
1755,0,260,178,160,79,11,18,-196,-125,1,1
1756,1,194,207,92,96,10,13,155,-110,0,0
1757,1,276,251,153,130,14,17,-119,165,0,0
1758,0,243,276,126,160,17,11,146,-145,1,1
1759,0,287,262,105,147,18,11,133,-155,0,0
1760,0,271,259,129,130,15,14,170,-116,0,0
1761,1,206,207,111,91,10,17,-180,120,0,0
1762,0,280,228,118,110,20,16,-105,150,0,0
1763,1,257,287,138,153,16,16,-147,145,1,1
1764,1,236,286,105,143,20,10,-105,-170,1,1
1765,0,249,258,118,94,12,16,-123,145,1,0
1766,1,216,233,121,115,11,15,-200,-104,1,1
1767,0,267,279,122,177,20,12,132,-165,0,0
1768,1,222,257,92,120,18,16,176,105,0,0
1769,1,291,249,142,119,21,18,113,-165,0,0
1770,1,256,300,123,161,22,15,-156,155,0,0
1771,1,231,237,130,114,15,13,-108,-170,1,1
1772,1,246,266,118,114,11,16,117,-165,1,1
1773,0,260,225,162,119,28,15,-201,-135,1,1
1774,0,280,288,152,142,21,15,106,-205,1,1
1775,1,300,307,173,150,20,23,-161,125,0,0
1776,0,235,234,124,112,13,17,109,-185,1,1
1777,0,274,241,163,104,10,20,-175,-110,1,1
1778,0,210,197,104,104,18,11,156,-135,1,1
1779,1,256,297,154,181,27,15,165,110,0,0
1780,0,225,212,115,107,16,15,116,-180,1,1
1781,1,256,293,143,180,18,10,-109,155,1,1
1782,1,203,225,96,107,10,13,116,-150,1,1
1783,0,250,286,129,161,18,12,-130,125,0,0
1784,0,285,276,135,142,17,14,117,-165,0,0
1785,0,294,242,123,117,20,16,116,-170,1,1
1786,1,266,290,142,153,17,17,-109,175,0,0
1787,1,250,300,112,148,20,11,-131,150,0,0
1788,0,260,268,124,99,14,17,-101,-205,1,1
1789,1,233,247,133,121,11,16,-127,145,1,1
1790,0,271,262,141,135,14,14,-101,-175,0,0
1791,1,238,240,135,114,15,14,-131,160,0,0
1792,0,275,240,174,126,29,16,-185,-130,1,0
1793,1,310,314,174,153,21,23,115,-145,1,1
1794,1,233,254,124,131,19,14,-176,115,0,0
1795,0,292,250,174,108,10,21,-126,130,0,0
1796,1,285,319,146,185,13,10,-157,128,0,0
1797,1,216,255,87,141,26,6,183,105,1,1
1798,0,221,205,110,109,18,12,102,-205,0,0
1799,0,282,216,143,130,12,15,-144,110,1,1
1800,1,260,305,156,184,27,15,100,-165,1,1
1801,0,232,225,120,110,16,16,-145,115,1,1
1802,1,270,300,154,185,21,11,-215,-125,0,0
1803,0,273,181,168,80,11,19,-213,-124,0,0
1804,1,208,230,99,108,10,14,-164,124,1,1
1805,0,260,262,120,135,14,13,118,-170,0,0
1806,0,257,294,132,166,18,12,-101,-215,0,0
1807,0,296,266,105,151,18,11,149,-144,0,0
1808,1,230,257,120,136,18,12,130,-135,0,0
1809,0,267,221,146,128,18,15,-170,115,1,0
1810,0,312,249,133,120,20,17,142,-148,1,1
1811,1,276,303,144,158,17,17,-119,165,0,0
1812,1,257,318,115,158,22,11,129,-130,0,0
1813,0,273,278,129,101,15,18,109,-185,1,1
1814,1,244,255,139,124,12,17,-128,150,1,1
1815,0,270,288,122,181,20,12,-110,145,0,0
1816,0,224,227,99,121,16,13,230,105,0,0
1817,1,301,260,147,125,21,18,-161,130,0,0
1818,0,232,225,120,127,22,10,185,105,1,1
1819,1,251,247,138,119,16,14,-148,155,1,1
1820,1,249,271,120,115,12,17,150,-135,0,0
1821,0,283,244,177,128,29,17,146,-150,1,1
1822,1,181,193,85,101,15,11,-109,185,1,0
1823,0,222,203,107,93,9,13,133,-175,0,0
1824,1,241,265,129,137,19,14,-112,175,1,0
1825,1,205,197,95,95,12,15,-270,-125,1,1
1826,1,298,328,152,193,13,10,180,105,1,1
1827,1,228,259,92,142,26,7,270,156,0,0
1828,0,225,215,113,113,19,12,117,-170,0,0
1829,0,298,224,151,131,13,16,-140,105,1,1
1830,1,265,314,158,185,27,16,-114,170,1,0
1831,0,242,228,126,112,16,17,125,-180,0,0
1832,1,279,309,159,192,23,11,-175,-105,1,1
1833,0,277,193,169,85,12,19,-320,-177,1,1
1834,1,220,242,106,113,10,15,-132,160,0,0
1835,0,266,269,120,139,15,13,115,-175,1,1
1836,0,268,302,135,170,18,12,115,-200,1,1
1837,0,308,278,110,158,18,11,117,-180,1,1
1838,1,233,267,122,142,19,12,-140,160,1,0
1839,0,272,227,149,130,19,16,106,-215,0,0
1840,0,321,262,141,126,21,18,-210,-125,0,0
1841,1,279,313,145,160,17,17,105,-165,1,1
1842,1,265,334,116,166,23,11,125,-125,0,0
1843,0,283,281,131,102,16,19,-115,145,0,0
1844,1,251,261,143,124,13,18,-130,155,0,0
1845,0,279,293,123,183,20,12,104,-200,0,0
1846,0,230,238,105,130,16,13,134,-170,0,0
1847,1,309,269,150,134,22,18,-105,190,0,0
1848,0,241,234,127,132,24,11,155,-115,0,0
1849,1,258,257,145,124,16,15,-196,115,0,0
1850,1,255,276,122,118,13,17,-116,185,1,0
1851,0,292,252,186,131,29,18,-105,-230,1,1
1852,1,189,204,89,104,15,12,-130,170,0,0
1853,0,232,210,112,100,12,13,176,-135,1,1
1854,1,251,269,133,140,19,15,-132,150,1,1
1855,1,216,203,104,101,12,16,-149,150,1,1
1856,1,305,337,157,196,14,11,-110,-175,1,1
1857,1,233,272,94,150,26,7,220,135,0,0
1858,0,237,228,119,124,19,12,142,-150,0,0
1859,0,313,231,166,135,13,17,-195,-120,0,0
1860,1,271,321,160,186,27,17,118,-150,0,0
1861,0,249,239,129,116,18,17,-145,110,1,1
1862,1,289,316,164,195,23,12,-160,109,1,0
1863,0,290,198,177,87,15,20,-260,-155,1,1
1864,1,225,251,107,117,10,15,-128,170,0,0
1865,0,276,275,126,140,16,14,115,-179,1,1
1866,0,275,308,139,173,18,13,-139,120,0,0
1867,0,317,283,114,159,18,12,118,-200,1,1
1868,1,244,274,126,145,20,13,130,-130,0,0
1869,0,283,234,153,135,19,16,-105,155,0,0
1870,0,330,269,144,131,21,18,100,154,0,0
1871,1,287,320,152,164,17,18,107,-160,1,1
1872,1,272,349,120,181,25,11,175,100,1,1
1873,0,290,289,135,109,16,19,-117,140,0,0
1874,1,257,271,144,130,13,18,-125,159,0,0
1875,0,286,299,124,185,20,12,-128,130,1,1
1876,0,237,251,105,138,16,13,220,100,0,0
1877,1,315,277,151,139,22,18,103,-165,0,0
1878,0,248,244,130,137,24,11,145,-130,0,0
1879,1,264,267,146,126,17,15,-110,185,0,0
1880,1,262,287,127,122,13,18,-105,-175,1,1
1881,0,300,258,191,132,29,19,-113,145,1,1
1882,1,195,211,92,108,15,12,124,-140,1,1
1883,0,242,216,114,101,13,14,100,-215,1,1
1884,1,264,281,144,146,21,16,-157,130,1,0
1885,1,229,210,112,101,12,17,-260,-120,1,0
1886,1,317,340,163,196,14,12,-145,145,1,0
1887,1,240,288,96,163,27,7,-105,-170,0,0
1888,0,220,256,110,178,23,7,-105,150,1,0
1889,0,260,246,137,119,19,18,-140,120,0,0
1890,0,306,205,190,89,19,21,116,-185,0,0
1891,1,230,262,108,120,10,15,-107,180,1,0
1892,0,285,279,130,141,16,15,-103,-210,0,0
1893,1,238,231,119,97,12,19,125,-140,1,1
1894,1,251,285,129,153,21,13,-115,170,0,0
1895,0,289,239,154,137,20,16,130,-165,0,0
1896,0,333,281,144,137,22,18,-108,156,1,1
1897,0,207,239,102,130,21,11,138,-170,0,0
